qid,Lpt,P17,P20,P22,P23,P24,P21,P25,P2,P4,P3,P5,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P26,qal9,qal10,P27,P6,P33,P48,qal12,qal9,qal10,P48,qal12,qal9,qal10,P48,qal12,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P50,qal52,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P8,qal12,qal9,qal10,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57,P56,qal9,qal10,qal57
,Pedro Correia,Pedro Correia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Jean-Victorie Miron de Sabionne,Jean-Victorie Miron de Sabionne,José Victoria Miron de Sabione,NULL,NULL,NULL,NULL,NULL,1726,NULL,1810,"Valença do Minho, Viana do Castelo, Portugal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Manuel Homem,Manuel Homem de Pina,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Pedro Barreto de Resende,Pedro Barreto de Resende,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Pero de Massai,Pero de Massai,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,José Anastácio da Cunha,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Álvaro de Carvalho Matoso,Álvaro de Carvalho Matoso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Andrea Lazari,Andrea Lazari,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,Theotonio Rebello,Theotonio Rebello,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,José Pasca Pasinga,José Pasca Pasinga,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,0000-00-00T00:00:00Z,0000-00-00T00:00:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
